Acedamic percentage in Operating Systems,percentage in Algorithms,Percentage in Programming Concepts,Percentage in Software Engineering,Percentage in Computer Networks,Percentage in Electronics Subjects,Percentage in Computer Architecture,Percentage in Mathematics,Percentage in Communication skills,Hours working per day,Logical quotient rating,hackathons,coding skills rating,public speaking points,can work long time before system?,self-learning capability?,Suggested Job Role
75,92,84,89,84,41,74,93,77,8,7,6,9,7,yes,yes,Software Engineer
72,97,75,72,55,44,74,90,84,8,8,3,9,6,no,yes,Data Scientist
77,55,69,70,90,82,79,62,68,10,8,1,4,6,yes,yes,Network Engineer
77,78,75,86,79,40,62,72,81,8,7,3,6,6,yes,yes,Quality Assurance Engineer
74,82,88,83,54,44,79,85,79,11,9,2,8,6,yes,yes,Data Scientist
74,69,82,82,73,41,67,80,76,8,7,1,6,7,yes,yes,Quality Assurance Engineer
57,64,57,75,68,56,73,75,94,10,8,2,4,9,yes,yes,Project Manager
77,81,69,86,72,74,84,70,85,8,7,1,6,7,no,yes,Systems Analyst
79,81,88,81,68,47,76,71,60,11,7,4,8,6,yes,yes,Software Engineer
96,90,77,71,88,71,78,83,84,7,8,2,7,5,yes,yes,Cybersecurity Analyst
86,83,82,88,71,61,94,79,84,7,7,1,6,6,yes,no,Systems Analyst
93,76,70,82,88,67,72,75,77,7,8,4,7,7,yes,yes,Cybersecurity Analyst
92,67,60,68,97,94,88,83,74,7,6,1,4,6,yes,yes,Network Engineer
69,88,91,77,51,52,78,87,79,8,9,1,9,6,yes,yes,Data Scientist
62,59,56,69,57,52,60,62,93,6,7,1,6,7,yes,no,UI/UX Designer
82,71,86,82,73,45,69,67,81,6,7,5,7,5,yes,no,Mobile App Developer
62,57,65,66,56,38,68,80,93,7,8,0,3,9,no,yes,Business Analyst
67,84,82,76,71,44,81,76,78,9,7,3,9,6,yes,yes,Mobile App Developer
89,80,85,85,87,67,95,73,71,7,9,3,8,7,yes,no,Cloud Architect
65,82,72,81,61,51,75,73,80,8,7,3,6,6,yes,yes,Quality Assurance Engineer
72,77,84,79,83,60,77,80,70,9,7,2,7,6,yes,no,Database Administrator
75,77,81,89,81,37,59,73,76,6,8,4,7,7,no,yes,Web Developer
69,67,67,78,47,46,63,77,93,7,7,0,3,9,yes,yes,Business Analyst
79,82,93,82,57,56,67,91,76,9,8,4,7,5,yes,yes,Data Scientist
69,58,62,73,50,59,60,87,80,9,7,0,5,8,no,no,Business Analyst
50,58,57,73,45,50,59,62,78,6,7,4,6,8,no,yes,UI/UX Designer
78,95,84,76,76,59,73,90,74,11,9,4,9,6,yes,yes,Machine Learning Engineer
66,97,81,79,60,57,71,90,89,11,9,4,8,6,no,yes,Data Scientist
93,71,74,70,94,91,77,78,67,8,8,1,4,7,yes,yes,Network Engineer
81,77,77,70,75,59,75,77,64,7,8,0,7,5,yes,yes,Database Administrator
71,73,82,78,61,63,60,76,82,7,7,3,7,6,yes,yes,Quality Assurance Engineer
76,79,65,89,70,44,66,76,75,7,7,2,7,6,yes,yes,Quality Assurance Engineer
82,70,74,84,71,61,92,85,73,10,7,1,8,6,yes,yes,Database Administrator
90,80,81,79,75,64,84,70,79,7,7,2,7,6,yes,yes,Systems Analyst
67,73,80,87,63,61,70,78,75,9,7,5,9,5,no,yes,Mobile App Developer
75,58,63,71,97,80,83,68,74,10,7,2,6,6,yes,no,Network Engineer
77,76,79,88,78,58,73,82,74,9,7,2,7,7,no,yes,Quality Assurance Engineer
74,71,68,72,68,56,67,68,80,7,7,1,5,9,yes,yes,Project Manager
74,82,88,80,59,49,71,93,70,11,9,4,9,5,yes,yes,Data Scientist
50,72,48,74,54,59,61,81,83,9,8,0,3,9,yes,yes,Business Analyst
76,65,65,87,73,55,66,74,84,9,8,3,7,7,yes,yes,Quality Assurance Engineer
90,57,59,65,90,86,73,63,76,7,8,0,5,6,yes,yes,Network Engineer
93,81,89,80,89,67,73,89,79,11,8,2,8,7,yes,yes,Cybersecurity Analyst
79,70,76,76,63,59,71,67,86,7,8,1,6,6,yes,yes,Quality Assurance Engineer
71,73,69,86,72,47,86,77,78,9,8,0,8,6,yes,no,Database Administrator
75,96,82,86,77,45,73,91,70,10,8,5,8,7,yes,yes,Machine Learning Engineer
90,56,68,73,95,91,88,68,60,8,8,0,5,7,yes,yes,Network Engineer
73,86,94,83,72,61,72,97,79,8,8,3,9,5,yes,yes,Machine Learning Engineer
68,81,94,80,67,47,62,93,89,11,9,2,7,6,yes,yes,Data Scientist
67,61,58,80,57,51,57,74,89,7,8,2,5,9,yes,yes,Project Manager
68,65,59,76,47,53,50,72,75,8,7,1,7,7,yes,yes,UI/UX Designer
70,79,70,81,68,52,91,77,79,9,8,2,7,5,no,yes,Database Administrator
77,97,82,79,50,42,67,88,85,8,9,2,8,6,no,yes,Data Scientist
96,71,73,87,86,45,85,79,72,12,7,4,8,8,yes,yes,DevOps Engineer
87,79,76,87,85,70,95,78,80,8,9,1,8,8,no,yes,Cloud Architect
83,80,81,83,94,60,86,85,73,7,8,1,7,7,yes,yes,Cybersecurity Analyst
65,82,93,71,61,54,64,92,79,8,9,4,7,5,yes,yes,Data Scientist
56,56,63,68,48,48,49,76,87,8,7,0,5,8,yes,no,Business Analyst
76,79,93,87,78,54,67,82,74,8,7,6,9,6,yes,no,Mobile App Developer
63,78,84,72,67,49,60,71,76,7,6,3,7,6,no,yes,Web Developer
67,80,79,72,76,47,67,64,68,6,7,3,8,7,yes,yes,Web Developer
75,86,67,84,81,62,87,84,80,10,7,0,7,7,yes,no,Systems Analyst
84,60,67,72,84,90,76,61,70,8,6,2,4,6,yes,yes,Network Engineer
78,87,90,87,84,60,74,73,65,9,9,6,9,4,yes,yes,Software Engineer
51,55,57,77,45,58,50,61,89,6,6,2,7,8,yes,yes,UI/UX Designer
71,83,88,67,73,44,75,94,89,10,9,2,8,6,no,yes,Data Scientist
79,96,85,77,56,57,82,89,79,12,8,5,9,5,yes,yes,Machine Learning Engineer
74,82,91,84,79,57,63,83,69,10,7,5,8,7,yes,no,Mobile App Developer
70,90,92,68,52,52,68,89,75,8,9,4,8,7,yes,yes,Data Scientist
82,91,86,78,69,56,80,93,73,10,9,5,9,5,yes,yes,Machine Learning Engineer
84,67,77,90,70,59,75,84,71,9,7,1,7,7,yes,yes,Quality Assurance Engineer
75,76,77,90,75,58,79,84,78,9,7,3,6,7,yes,no,Quality Assurance Engineer
51,58,47,68,62,53,51,73,85,8,7,1,5,9,no,yes,Business Analyst
67,77,77,87,60,47,64,84,86,6,7,1,6,6,yes,no,Quality Assurance Engineer
58,69,63,80,58,42,56,79,89,8,7,0,5,8,no,yes,Project Manager
66,58,54,60,55,50,55,78,81,8,7,1,4,8,yes,yes,Business Analyst
75,86,80,85,70,47,69,91,68,9,8,2,8,5,yes,yes,Machine Learning Engineer
63,70,86,78,79,50,78,66,78,6,6,2,9,6,yes,no,Web Developer
89,81,79,88,76,71,89,74,79,9,8,1,7,6,yes,no,Systems Analyst
72,74,88,88,71,43,79,67,81,10,7,4,7,6,yes,yes,Mobile App Developer
82,79,70,81,86,65,88,73,87,11,8,3,7,8,yes,yes,Cloud Architect
72,88,89,79,65,53,67,86,79,10,9,2,8,7,yes,yes,Data Scientist
78,72,82,76,79,60,94,87,62,10,8,2,7,5,yes,yes,Database Administrator
90,76,91,80,61,67,85,70,71,7,8,6,7,4,yes,yes,Software Engineer
90,86,95,86,74,64,74,94,66,9,7,2,8,4,yes,yes,Software Engineer
88,78,88,84,78,50,88,63,84,8,9,1,9,6,yes,yes,DevOps Engineer
66,81,65,88,60,42,70,71,78,8,8,3,6,6,no,no,Quality Assurance Engineer
83,75,73,68,94,63,86,78,83,11,9,1,7,5,no,yes,Cybersecurity Analyst
58,66,66,78,64,46,66,75,91,6,8,0,3,8,yes,yes,Business Analyst
51,60,67,71,63,49,63,81,81,9,8,0,3,8,yes,yes,Business Analyst
83,77,78,86,78,74,88,71,70,7,7,1,7,6,yes,yes,Systems Analyst
79,88,94,80,59,49,82,90,66,11,9,2,8,6,yes,yes,Machine Learning Engineer
78,89,88,84,78,67,75,88,84,8,9,5,9,5,yes,yes,Machine Learning Engineer
94,86,71,84,82,56,91,65,77,7,9,2,8,7,yes,yes,Cloud Architect
64,64,71,65,54,56,65,66,88,9,7,1,7,8,no,yes,UI/UX Designer
86,83,82,77,75,59,90,85,83,7,7,1,7,7,no,yes,Systems Analyst
78,59,66,61,95,83,85,66,68,10,7,1,5,7,yes,no,Network Engineer
87,86,80,75,86,50,93,78,84,11,8,1,8,7,yes,yes,Cloud Architect
68,74,74,79,71,47,68,67,84,10,8,1,6,9,yes,yes,Project Manager
66,61,55,77,58,48,50,78,85,8,7,1,5,9,yes,no,Business Analyst
67,60,56,63,64,50,52,73,76,8,7,1,5,7,no,yes,UI/UX Designer
89,70,79,89,85,55,92,72,81,10,8,2,6,6,yes,yes,Systems Analyst
55,57,62,77,50,45,47,85,84,9,8,1,5,9,yes,no,Business Analyst
55,57,47,75,54,59,61,76,92,9,7,1,5,9,no,yes,Business Analyst
83,85,80,84,77,60,83,95,67,11,9,4,8,5,yes,yes,Machine Learning Engineer
79,74,71,85,65,51,76,76,70,9,7,1,6,6,yes,yes,Database Administrator
76,79,84,89,79,73,85,82,80,8,8,0,6,6,no,no,Systems Analyst
51,63,74,61,46,56,69,67,94,6,6,2,7,8,no,yes,UI/UX Designer
84,82,75,77,79,65,85,70,75,10,7,2,7,7,no,yes,Systems Analyst
66,69,57,67,46,42,54,76,89,6,8,0,3,9,yes,yes,Business Analyst
74,70,94,78,84,46,73,74,67,8,7,5,8,6,yes,yes,Web Developer
82,82,68,81,81,41,87,87,74,9,8,2,6,5,no,yes,Database Administrator
72,95,82,86,55,48,78,88,78,12,8,2,9,6,yes,yes,Machine Learning Engineer
88,77,86,83,85,64,91,77,81,11,8,3,8,7,yes,yes,Cloud Architect
91,79,87,88,75,57,89,66,84,11,8,2,8,7,no,yes,DevOps Engineer
87,97,84,90,69,52,79,96,65,11,8,3,9,7,no,yes,Machine Learning Engineer
59,46,65,62,46,43,68,51,93,7,6,4,5,7,yes,yes,UI/UX Designer
96,88,79,77,96,60,88,88,70,11,8,1,7,6,yes,yes,Cybersecurity Analyst
79,80,79,85,84,51,92,82,64,10,8,1,6,4,no,yes,Database Administrator
79,72,84,79,82,53,92,77,69,8,7,0,8,4,yes,yes,Database Administrator
69,58,56,62,58,41,64,66,75,6,7,1,6,8,no,yes,UI/UX Designer
77,97,92,79,66,57,72,88,70,10,8,6,9,5,yes,yes,Machine Learning Engineer
77,86,86,91,70,55,83,88,72,8,9,2,8,5,no,yes,Machine Learning Engineer
68,55,61,64,64,46,68,64,86,9,7,3,6,7,no,yes,UI/UX Designer
71,71,80,76,67,54,75,65,79,8,8,2,7,6,yes,yes,Quality Assurance Engineer
64,49,57,66,50,56,50,68,81,9,7,4,7,7,no,yes,UI/UX Designer
87,77,72,76,80,61,90,77,79,7,9,3,7,6,yes,no,Cloud Architect
71,88,81,88,72,46,65,91,66,8,8,4,8,7,yes,yes,Machine Learning Engineer
87,72,75,80,89,70,97,79,81,11,9,3,8,7,yes,yes,Cloud Architect
56,73,61,75,63,59,62,88,91,9,8,0,5,9,yes,yes,Business Analyst
71,93,84,79,63,63,79,92,66,10,9,4,8,6,yes,yes,Machine Learning Engineer
74,75,78,89,69,43,66,75,72,6,8,2,7,6,yes,yes,Quality Assurance Engineer
71,77,77,75,78,58,74,78,72,8,7,1,6,6,yes,no,Quality Assurance Engineer
63,65,54,66,54,58,45,83,82,6,8,0,3,9,yes,no,Business Analyst
85,76,68,82,83,55,87,81,74,8,8,2,7,7,yes,no,Systems Analyst
82,80,84,85,92,59,79,75,85,8,7,3,9,8,no,yes,DevOps Engineer
78,86,73,72,75,51,84,86,76,7,7,1,7,6,yes,yes,Database Administrator
81,77,84,83,97,64,75,83,68,9,8,3,8,6,no,no,Cybersecurity Analyst
79,72,81,87,79,59,90,75,73,9,7,2,7,6,no,yes,Systems Analyst
87,72,67,79,83,42,86,85,76,9,7,1,7,6,yes,yes,Database Administrator
81,80,75,88,75,61,85,78,72,10,7,1,7,7,no,yes,DevOps Engineer
83,71,73,70,74,49,94,72,65,7,8,1,6,5,yes,yes,Database Administrator
66,74,61,75,64,59,63,61,86,7,7,0,4,9,no,yes,Project Manager
60,57,67,78,63,39,65,58,94,7,6,3,5,8,yes,yes,UI/UX Designer
66,57,45,76,60,51,69,71,88,7,7,0,5,8,yes,no,Business Analyst
66,55,69,85,66,48,67,76,96,10,8,2,6,8,yes,yes,Project Manager
93,70,50,66,81,90,77,77,75,7,7,1,5,5,no,yes,Network Engineer
80,77,78,83,97,82,83,89,83,9,8,3,8,7,yes,yes,Cybersecurity Analyst
81,73,66,71,69,62,84,79,68,7,7,0,7,5,yes,yes,Database Administrator
58,65,56,80,65,49,59,72,91,8,7,2,6,8,yes,yes,Project Manager
60,64,61,61,64,58,54,89,93,8,7,1,3,8,yes,yes,Business Analyst
92,83,76,83,93,57,82,81,87,12,9,2,8,7,yes,yes,DevOps Engineer
78,70,65,87,84,74,83,72,83,7,7,1,7,6,yes,yes,Systems Analyst
78,87,94,76,64,63,81,91,66,10,8,3,8,6,yes,yes,Machine Learning Engineer
76,63,60,58,81,92,75,73,60,8,8,0,6,5,yes,no,Network Engineer
91,82,76,77,76,55,93,74,70,10,8,1,6,6,yes,yes,Systems Analyst
88,78,97,76,60,54,69,89,70,7,9,3,9,6,yes,yes,Software Engineer
83,81,84,70,88,83,77,85,80,9,8,1,7,7,yes,no,Cybersecurity Analyst
89,71,82,85,76,46,81,86,72,9,8,0,8,6,no,no,Database Administrator
58,55,73,61,50,57,50,52,77,9,7,4,6,8,yes,no,UI/UX Designer
95,75,89,80,90,46,75,83,78,11,7,2,7,6,yes,yes,DevOps Engineer
84,87,82,77,68,43,76,76,66,6,7,6,9,7,yes,yes,Mobile App Developer
68,68,55,68,51,49,64,86,82,8,8,1,4,9,yes,yes,Business Analyst
59,56,51,74,63,44,68,89,93,9,7,0,5,8,yes,no,Business Analyst
89,87,85,87,89,64,86,84,73,7,8,3,8,8,yes,no,Cloud Architect
71,77,93,88,70,53,80,67,67,9,7,6,9,6,no,yes,Mobile App Developer
80,73,87,89,94,68,96,70,84,10,9,1,8,6,yes,yes,Cloud Architect
92,76,88,79,96,74,87,83,70,10,9,3,8,6,yes,yes,Cybersecurity Analyst
82,82,87,75,66,61,72,90,86,9,8,3,7,7,yes,yes,Data Scientist
60,74,84,84,81,56,60,57,77,9,7,1,7,6,yes,yes,Web Developer
97,80,89,78,94,50,80,70,86,11,9,3,7,7,yes,no,DevOps Engineer
66,73,95,90,69,52,61,62,83,8,7,6,9,6,yes,yes,Mobile App Developer
76,71,85,87,65,37,58,67,70,7,7,5,9,7,yes,yes,Web Developer
88,81,81,87,82,60,75,60,81,8,9,1,9,7,yes,yes,DevOps Engineer
82,76,73,85,64,46,60,69,75,6,7,2,6,7,yes,yes,Quality Assurance Engineer
54,67,73,60,45,52,50,54,83,9,6,2,7,7,yes,yes,UI/UX Designer
80,86,89,84,89,64,77,84,67,10,8,4,7,5,yes,yes,Cybersecurity Analyst
79,85,77,80,80,67,85,86,74,7,7,0,6,6,no,no,Systems Analyst
83,80,80,77,71,50,77,86,73,8,8,1,6,6,yes,yes,Database Administrator
73,81,81,88,73,64,72,68,82,6,7,3,7,7,no,yes,Quality Assurance Engineer
88,72,76,74,66,61,81,82,74,8,7,0,8,4,yes,yes,Database Administrator
81,74,67,83,71,60,93,76,71,10,7,0,6,6,yes,no,Systems Analyst
83,81,81,82,96,64,79,81,72,9,8,1,7,7,no,yes,Cybersecurity Analyst
92,73,77,75,87,72,96,79,82,8,8,3,8,6,no,yes,Cloud Architect
95,81,87,85,92,51,82,65,76,9,9,1,7,6,yes,yes,DevOps Engineer
80,74,71,91,81,51,83,81,71,8,7,1,7,8,no,yes,DevOps Engineer
76,83,90,88,63,65,77,71,82,10,9,7,8,7,yes,yes,Software Engineer
73,79,92,89,64,42,67,79,74,10,7,6,9,5,yes,yes,Mobile App Developer
83,74,70,77,75,62,91,75,85,10,8,2,6,6,yes,yes,Systems Analyst
63,58,68,67,64,51,46,89,89,7,7,1,4,9,yes,yes,Business Analyst
87,61,72,71,81,81,79,77,70,10,6,2,5,7,yes,yes,Network Engineer
78,71,66,72,95,77,80,80,77,9,6,1,4,5,yes,yes,Network Engineer
64,63,71,76,70,48,71,79,86,9,8,2,6,8,no,yes,Project Manager
84,83,81,70,96,72,77,84,70,9,9,4,7,5,yes,yes,Cybersecurity Analyst
74,72,82,90,62,49,83,70,72,9,7,5,9,5,no,no,Mobile App Developer
84,70,71,87,87,63,75,67,85,12,8,4,8,8,yes,yes,DevOps Engineer
78,81,94,75,65,58,65,92,88,11,9,4,9,5,yes,yes,Data Scientist
73,87,85,83,73,48,76,96,83,10,9,1,8,6,yes,yes,Data Scientist
85,83,82,73,97,64,83,74,73,9,8,4,7,5,yes,yes,Cybersecurity Analyst
93,78,83,84,64,48,88,72,76,8,8,2,9,7,yes,yes,Software Engineer
93,76,76,81,86,65,77,71,65,9,8,3,7,6,no,yes,Cybersecurity Analyst
84,92,81,78,58,62,78,88,83,11,8,4,7,6,yes,yes,Data Scientist
93,74,76,87,91,53,93,68,75,11,8,3,8,7,yes,yes,Cloud Architect
86,87,78,84,79,72,87,70,84,10,8,2,7,6,yes,yes,Systems Analyst
74,65,86,72,75,36,70,63,79,9,6,5,8,5,yes,yes,Web Developer
62,70,82,81,77,45,66,55,81,9,8,5,8,7,yes,yes,Web Developer
86,57,59,71,81,86,85,61,79,8,6,0,5,6,yes,yes,Network Engineer
53,58,63,71,46,51,59,79,82,6,7,1,4,8,yes,yes,Business Analyst
72,72,83,76,79,36,77,74,76,6,8,5,9,5,no,yes,Web Developer
74,82,73,79,65,42,92,81,62,8,7,0,7,4,yes,yes,Database Administrator
82,73,79,81,80,55,92,81,76,7,8,3,7,7,yes,yes,Cloud Architect
61,71,73,76,57,42,72,79,93,9,8,1,5,9,no,yes,Project Manager
59,65,74,72,57,61,59,70,82,9,7,0,5,9,yes,no,Project Manager
88,83,71,89,80,69,88,77,87,9,8,1,7,6,yes,yes,Cloud Architect
80,70,71,81,71,62,81,79,75,8,8,0,6,5,yes,yes,Database Administrator
57,63,64,82,64,59,67,76,86,10,8,0,4,8,no,yes,Project Manager
80,88,84,90,77,45,83,90,66,12,8,5,9,5,yes,yes,Machine Learning Engineer
81,55,67,74,91,85,79,69,73,7,7,1,5,5,yes,yes,Network Engineer
81,83,76,87,77,46,64,80,73,7,8,3,6,7,yes,yes,Quality Assurance Engineer
78,89,94,85,75,68,81,73,60,6,9,6,9,6,no,yes,Software Engineer
76,72,79,81,73,66,80,86,73,10,8,2,6,6,yes,yes,Systems Analyst
81,89,88,94,76,69,81,89,71,11,9,3,9,4,no,yes,Software Engineer
72,69,55,71,63,43,67,70,92,9,7,2,4,9,no,yes,Project Manager
63,60,62,73,56,43,62,72,89,8,7,1,4,8,yes,no,Project Manager
75,73,50,70,91,91,77,75,60,10,7,2,4,5,yes,no,Network Engineer
84,72,82,81,65,45,62,64,83,8,8,3,9,5,yes,yes,Web Developer
77,96,83,81,73,48,68,85,71,10,9,1,7,6,yes,yes,Data Scientist
85,68,89,77,93,62,78,67,86,12,7,1,7,8,yes,yes,DevOps Engineer
74,82,93,81,56,60,79,94,73,10,9,3,7,7,yes,no,Data Scientist
92,68,78,84,83,51,89,67,80,12,8,2,9,6,yes,yes,DevOps Engineer
72,68,63,83,58,43,69,74,97,8,8,0,5,8,yes,yes,Project Manager
72,79,95,82,79,47,68,66,78,9,8,2,9,5,yes,yes,Mobile App Developer
77,66,93,82,65,36,70,69,77,9,6,5,7,5,yes,yes,Web Developer
84,83,67,80,74,71,81,81,74,8,7,0,6,6,yes,yes,Systems Analyst
94,79,88,82,76,46,84,62,86,11,9,4,8,8,yes,yes,DevOps Engineer
85,85,84,81,72,70,82,85,71,8,8,1,6,7,no,yes,Systems Analyst
76,82,87,89,84,55,72,58,65,7,6,2,8,5,no,yes,Web Developer
64,70,45,74,56,41,51,80,83,6,7,0,5,9,no,yes,Business Analyst
94,83,72,67,86,60,83,86,77,9,9,3,7,7,yes,no,Cybersecurity Analyst
56,52,65,79,50,45,66,59,91,8,6,2,7,8,no,yes,UI/UX Designer
81,80,75,78,85,59,87,76,85,9,7,0,7,7,no,yes,Systems Analyst
89,79,70,85,87,59,91,75,73,9,9,2,7,8,no,yes,Cloud Architect
85,73,52,61,93,83,82,71,68,7,8,2,6,6,yes,no,Network Engineer
69,79,78,77,66,43,70,76,84,7,8,1,7,7,no,yes,Quality Assurance Engineer
77,85,83,80,70,63,62,79,74,10,8,2,9,6,yes,yes,Mobile App Developer
73,66,73,83,77,50,72,70,78,9,8,2,6,6,yes,yes,Quality Assurance Engineer
83,79,78,82,72,52,66,77,78,7,7,2,9,7,no,yes,Web Developer
86,90,85,76,92,77,87,85,84,11,9,1,7,6,yes,yes,Cybersecurity Analyst
68,89,77,69,55,60,67,91,79,10,9,1,7,5,yes,no,Data Scientist
79,82,82,80,59,43,77,86,86,11,9,2,7,6,no,no,Data Scientist
82,70,78,83,85,51,92,70,82,7,8,3,7,7,no,yes,Cloud Architect
83,74,72,89,76,69,91,65,77,10,9,1,8,7,yes,yes,DevOps Engineer
80,68,61,58,85,79,87,74,67,8,6,0,5,6,yes,no,Network Engineer
90,73,72,89,88,46,91,81,77,9,8,4,8,7,yes,yes,DevOps Engineer
91,81,85,79,85,66,88,84,78,11,8,1,8,7,no,yes,Cloud Architect
84,74,75,78,86,57,81,77,81,7,8,1,6,7,yes,yes,Systems Analyst
90,84,73,77,78,72,83,73,78,7,7,2,6,7,yes,yes,Systems Analyst
69,59,60,87,57,45,57,64,88,10,8,2,6,8,yes,yes,Project Manager
84,74,71,87,70,61,79,88,69,9,8,2,7,6,yes,yes,Database Administrator
87,94,88,84,62,56,67,89,72,9,8,6,8,7,yes,no,Machine Learning Engineer
86,86,88,80,90,83,86,89,79,7,9,4,8,6,yes,yes,Cybersecurity Analyst
97,85,72,72,88,78,79,85,69,10,8,4,7,7,yes,no,Cybersecurity Analyst
79,90,94,75,65,58,74,90,80,9,8,2,8,7,yes,yes,Machine Learning Engineer
71,67,74,77,73,61,62,65,70,8,8,2,7,6,no,yes,Quality Assurance Engineer
93,79,79,87,81,73,92,82,82,7,8,3,8,6,yes,yes,Cloud Architect
59,60,54,77,63,54,58,68,86,10,8,2,6,8,yes,yes,Project Manager
79,85,89,78,60,46,68,94,85,11,8,4,7,6,no,yes,Data Scientist
92,77,91,90,78,44,86,94,73,9,7,2,8,5,yes,yes,Software Engineer
84,77,70,82,77,47,81,63,72,10,7,2,9,7,yes,yes,DevOps Engineer
88,61,50,67,82,89,73,70,61,8,7,0,5,5,yes,yes,Network Engineer
74,95,87,79,61,50,77,89,83,10,8,5,8,5,yes,yes,Machine Learning Engineer
89,81,82,82,93,52,96,77,81,9,8,2,7,7,yes,yes,Cloud Architect
81,71,73,88,79,51,74,76,82,6,8,3,7,6,yes,no,Quality Assurance Engineer
74,92,87,79,66,51,77,88,68,9,9,4,9,5,no,yes,Machine Learning Engineer
75,93,83,75,67,68,87,76,62,7,8,4,8,5,no,yes,Software Engineer
78,92,90,78,56,58,66,89,71,11,9,3,9,7,yes,no,Machine Learning Engineer
83,81,95,79,75,64,65,70,81,7,7,2,9,6,yes,yes,Mobile App Developer
83,75,70,71,84,64,89,86,67,7,7,0,7,5,yes,yes,Database Administrator
76,85,81,81,78,64,70,97,80,10,8,4,8,7,yes,yes,Machine Learning Engineer
90,75,86,80,82,45,84,84,72,11,9,3,7,6,yes,yes,DevOps Engineer
77,91,90,65,62,46,64,92,83,11,8,3,7,7,yes,yes,Data Scientist
94,94,92,83,62,46,70,77,68,11,7,2,9,5,yes,yes,Software Engineer
61,70,79,78,69,52,74,63,81,8,6,4,9,7,no,yes,Web Developer
70,80,82,87,80,52,81,70,75,7,7,1,7,4,no,yes,Database Administrator
75,65,76,72,84,51,74,76,65,9,7,5,9,6,yes,yes,Web Developer
61,61,69,61,62,50,53,57,76,7,6,3,5,8,no,no,UI/UX Designer
81,95,79,79,52,46,70,94,78,11,8,1,8,5,no,yes,Data Scientist
75,85,91,87,75,62,80,60,80,9,8,3,7,6,yes,yes,Mobile App Developer
92,83,88,77,78,55,80,72,79,11,7,5,9,4,yes,yes,Software Engineer
83,76,72,70,68,51,77,82,79,9,8,2,8,6,no,yes,Database Administrator
79,80,83,86,76,60,90,83,73,10,8,0,7,6,yes,yes,Systems Analyst
91,73,70,85,86,57,86,66,85,7,9,2,8,6,yes,yes,Cloud Architect
72,70,60,79,63,51,73,60,97,8,8,0,4,8,yes,yes,Project Manager
93,77,85,88,83,67,88,80,73,9,9,3,8,7,yes,yes,Cloud Architect
82,89,83,75,75,47,76,67,71,6,8,6,8,7,yes,yes,Mobile App Developer
63,68,57,72,55,42,68,59,92,7,7,1,7,8,yes,yes,UI/UX Designer
88,87,75,77,84,61,93,67,70,11,8,3,7,8,yes,yes,Cloud Architect
82,84,72,86,70,55,64,67,81,8,8,1,6,6,yes,yes,Quality Assurance Engineer
76,79,74,71,67,47,85,82,66,7,8,1,6,6,yes,yes,Database Administrator
71,76,79,90,67,45,63,75,86,7,8,2,7,6,yes,yes,Quality Assurance Engineer
87,65,71,89,94,62,85,84,79,11,7,4,7,6,yes,yes,DevOps Engineer
90,87,85,82,85,76,80,89,74,11,9,2,7,6,yes,yes,Cybersecurity Analyst
69,91,75,69,57,52,67,93,80,7,8,3,9,5,yes,yes,Data Scientist
89,86,75,87,79,67,80,70,85,10,8,0,7,6,yes,yes,Systems Analyst
82,82,73,68,87,70,70,77,79,7,8,1,8,7,yes,yes,Cybersecurity Analyst
85,75,85,82,85,51,84,68,73,12,7,2,8,6,yes,yes,DevOps Engineer
85,85,83,85,82,72,86,72,82,10,9,2,7,6,yes,yes,Cloud Architect
65,57,52,61,45,48,69,73,83,6,7,0,3,9,no,yes,Business Analyst
87,71,65,56,93,72,81,67,61,10,7,2,5,5,yes,yes,Network Engineer
57,70,55,84,69,55,74,72,91,8,8,2,5,9,no,no,Project Manager
91,68,73,65,81,72,80,65,73,9,7,0,5,7,no,no,Network Engineer
93,84,82,83,81,68,95,76,70,8,9,3,8,7,no,no,Cloud Architect
70,86,84,91,78,57,70,83,71,7,7,6,7,5,yes,yes,Mobile App Developer
95,80,71,84,86,52,85,69,82,8,7,3,9,7,no,no,DevOps Engineer
70,83,92,73,66,52,74,88,86,11,9,4,8,5,yes,yes,Data Scientist
77,78,85,82,79,69,67,85,84,8,7,6,8,7,yes,yes,Software Engineer
87,92,94,83,62,58,83,90,72,9,8,5,8,6,yes,yes,Machine Learning Engineer
89,62,68,64,86,87,85,79,65,9,6,0,4,5,yes,no,Network Engineer
57,55,61,84,65,49,56,63,96,7,8,1,6,9,yes,no,Project Manager
61,80,83,78,70,45,76,78,65,9,6,5,7,6,yes,yes,Web Developer
84,91,76,70,86,70,76,77,69,9,9,2,8,6,yes,yes,Cybersecurity Analyst
67,62,55,73,52,36,68,64,76,9,7,1,7,7,yes,yes,UI/UX Designer
83,74,83,89,72,44,73,57,69,8,7,3,7,7,yes,yes,Web Developer
86,77,92,83,71,50,61,77,73,7,8,4,9,7,yes,yes,Mobile App Developer
86,91,82,88,61,69,83,90,66,9,8,2,9,6,yes,yes,Machine Learning Engineer
82,74,70,85,89,70,88,65,76,7,8,2,8,7,yes,yes,Cloud Architect
69,67,93,72,78,42,77,58,84,8,7,3,9,6,yes,yes,Web Developer
95,84,85,86,91,49,87,67,74,11,7,3,9,6,yes,yes,DevOps Engineer
78,93,95,86,64,50,82,89,84,8,8,3,8,5,yes,yes,Machine Learning Engineer
